avg_rev_last_1000,avg_rev_all,time_to_converge,no_sale_rate,price_volatility,winner_entropy,theoretical_revenue_discrete,discretization_gap,auction_type,auction_type_coded,n_bidders,n_bidders_coded,reserve_price,reserve_price_coded,exploration_intensity,exploration_intensity_coded,context_richness,context_richness_coded,lam,lam_coded,memory_decay,memory_decay_coded,eta,eta_linear_coded,eta_quadratic_coded,cell_id,replicate,seed,auction_type_code,theoretical_revenue,ratio_to_theory
0.25439999999999996,0.28469099999999997,98000,0.0,0.17980012322298336,0.31153732728072675,0.31934,0.013993333333333302,second,-1,2,-1,0.0,-1,low,-1,minimal,-1,0.1,-1,1.0,-1,0.0,-1,1,0,0,420000,0,0.33310086616063106,0.7637326282944001
0.32920000000000005,0.266769,86000,0.0,0.20026800202728345,0.3386663933312503,0.317496,0.015837333333333314,second,-1,2,-1,0.0,-1,low,-1,minimal,-1,0.1,-1,0.999,1,0.0,-1,1,1,0,420001,0,0.33310086616063106,0.988289234412408
0.48540000000000005,0.40072199999999997,100000,0.0,0.16199932839366957,0.6798032203506337,0.319548,0.013785333333333316,second,-1,2,-1,0.0,-1,low,-1,minimal,-1,5.0,1,1.0,-1,0.0,-1,1,2,0,420002,0,0.33310086616063106,1.4572162648353062
0.16140000000000002,0.164906,2000,0.0,0.018636239856795144,0.6931316122771548,0.316395,0.016938333333333333,second,-1,2,-1,0.0,-1,low,-1,minimal,-1,5.0,1,0.999,1,0.0,-1,1,3,0,420003,0,0.33310086616063106,0.48453791747923036
0.33,0.326926,97000,0.0,0.25409365562917935,0.6914339066984341,0.318643,0.014690333333333305,second,-1,2,-1,0.0,-1,low,-1,rich,1,0.1,-1,1.0,-1,0.0,-1,1,4,0,420004,0,0.33310086616063106,0.9906909093441513
0.36310000000000003,0.4020210000000001,100000,0.0,0.13606955243550997,0.47478817467193635,0.317296,0.016037333333333292,second,-1,2,-1,0.0,-1,low,-1,rich,1,0.1,-1,0.999,1,0.0,-1,1,5,0,420005,0,0.33310086616063106,1.0900602096450345
0.31880000000000003,0.32083,100000,0.0,0.2523769650027514,0.6930555119568669,0.31831800000000005,0.01501533333333327,second,-1,2,-1,0.0,-1,low,-1,rich,1,5.0,1,1.0,-1,0.0,-1,1,6,0,420006,0,0.33310086616063106,0.9570674602997438
0.37139999999999995,0.38562,100000,0.0,0.14564094127339333,0.6438143126149858,0.31721,0.016123333333333323,second,-1,2,-1,0.0,-1,low,-1,rich,1,5.0,1,0.999,1,0.0,-1,1,7,0,420007,0,0.33310086616063106,1.1149775870618719
0.3242,0.3235080000000001,84000,0.0,0.2645992583436318,0.6873492382873079,0.31854699999999997,0.014786333333333346,second,-1,2,-1,0.0,-1,high,1,minimal,-1,0.1,-1,1.0,-1,0.0,-1,1,8,0,420008,0,0.33310086616063106,0.9732787660890115
0.26940000000000003,0.23629000000000003,90000,0.0,0.2847688510985708,0.6239950110886194,0.31844200000000006,0.014891333333333256,second,-1,2,-1,0.0,-1,high,1,minimal,-1,0.1,-1,0.999,1,0.0,-1,1,9,0,420009,0,0.33310086616063106,0.808764033264589
0.5361000000000001,0.49026800000000004,100000,0.0,0.13290614874790407,0.6913616838385128,0.319699,0.013634333333333304,second,-1,2,-1,0.0,-1,high,1,minimal,-1,5.0,1,1.0,-1,0.0,-1,1,10,0,420010,0,0.33310086616063106,1.6094224136345443
0.0,0.069633,100000,0.0,0.29147738737507584,0.6930239304943362,0.317256,0.016077333333333332,second,-1,2,-1,0.0,-1,high,1,minimal,-1,5.0,1,0.999,1,0.0,-1,1,11,0,420011,0,0.33310086616063106,0.0
0.32970000000000005,0.323044,94000,0.0,0.25260888340476073,0.6931205353212883,0.317782,0.015551333333333306,second,-1,2,-1,0.0,-1,high,1,rich,1,0.1,-1,1.0,-1,0.0,-1,1,12,0,420012,0,0.33310086616063106,0.9897902812447477
0.3055,0.31450500000000003,100000,0.0,0.2116113334181324,0.6929362199227315,0.317435,0.015898333333333292,second,-1,2,-1,0.0,-1,high,1,rich,1,0.1,-1,0.999,1,0.0,-1,1,13,0,420013,0,0.33310086616063106,0.9171396145595097
0.35250000000000004,0.3461100000000001,63000,0.0,0.25368059779179014,0.692447637422525,0.320901,0.012432333333333323,second,-1,2,-1,0.0,-1,high,1,rich,1,5.0,1,1.0,-1,0.0,-1,1,14,0,420014,0,0.33310086616063106,1.0582380167994343
0.3788,0.5130610000000001,91000,0.00845,0.07625669187803487,0.6237163963984754,0.31819,0.015143333333333342,second,-1,2,-1,0.0,-1,high,1,rich,1,5.0,1,0.999,1,0.0,-1,1,15,0,420015,0,0.33310086616063106,1.1371930801804986
0.33030000000000004,0.338109,94000,0.0,0.21879567545772013,0.6927024984399742,0.31858,0.01475333333333334,second,-1,2,-1,0.3,1,low,-1,minimal,-1,0.1,-1,1.0,-1,0.0,-1,1,16,0,420016,0,0.33310086616063106,0.9915915374435551
0.3784,0.466749,67000,0.00999,0.11168333256502463,0.49840476203520534,0.317722,0.01561133333333331,second,-1,2,-1,0.3,1,low,-1,minimal,-1,0.1,-1,0.999,1,0.0,-1,1,17,0,420017,0,0.33310086616063106,1.1359922427146267
0.29849999999999993,0.29744399999999993,1000,0.00852,5.551115123125783e-17,0.6931340545877771,0.319331,0.014002333333333339,second,-1,2,-1,0.3,1,low,-1,minimal,-1,5.0,1,1.0,-1,0.0,-1,1,18,0,420018,0,0.33310086616063106,0.8961249589067548
0.39270000000000005,0.497715,99000,0.01035,0.1120378925172392,0.6098549562466203,0.318575,0.014758333333333318,second,-1,2,-1,0.3,1,low,-1,minimal,-1,5.0,1,0.999,1,0.0,-1,1,19,0,420019,0,0.33310086616063106,1.1789221821195401
0.3841,0.38107199999999997,30000,0.09892,0.20056895937068067,0.6929875492155624,0.317359,0.015974333333333313,second,-1,2,-1,0.3,1,low,-1,rich,1,0.1,-1,1.0,-1,0.0,-1,1,20,0,420020,0,0.33310086616063106,1.1531041766032986
0.38919999999999993,0.38418,78000,0.11477,0.2004747587690974,0.693109251504533,0.31957100000000005,0.013762333333333265,second,-1,2,-1,0.3,1,low,-1,rich,1,0.1,-1,0.999,1,0.0,-1,1,21,0,420021,0,0.33310086616063106,1.1684148542931625
0.3509,0.352307,4000,0.09191,0.11554541121879063,0.6395040401230341,0.31731400000000004,0.016019333333333274,second,-1,2,-1,0.3,1,low,-1,rich,1,5.0,1,1.0,-1,0.0,-1,1,22,0,420022,0,0.33310086616063106,1.0534346669359476
0.3717,0.37713,94000,0.11386,0.20382464579270165,0.6822000097114932,0.318536,0.014797333333333329,second,-1,2,-1,0.3,1,low,-1,rich,1,5.0,1,0.999,1,0.0,-1,1,23,0,420023,0,0.33310086616063106,1.1158782151612758
0.49379999999999996,0.497965,100000,0.01236,0.0931420514441564,0.45545439985548436,0.318575,0.014758333333333318,second,-1,2,-1,0.3,1,high,1,minimal,-1,0.1,-1,1.0,-1,0.0,-1,1,24,0,420024,0,0.33310086616063106,1.4824338516186117
0.36610000000000004,0.519293,97000,0.01864,0.11681673062197558,0.6482278211885584,0.318335,0.014998333333333336,second,-1,2,-1,0.3,1,high,1,minimal,-1,0.1,-1,0.999,1,0.0,-1,1,25,0,420025,0,0.33310086616063106,1.0990664906390721
0.4998,0.5063090000000001,99000,0.01281,0.0877946185571933,0.4256523252681861,0.319205,0.014128333333333298,second,-1,2,-1,0.3,1,high,1,minimal,-1,5.0,1,1.0,-1,0.0,-1,1,26,0,420026,0,0.33310086616063106,1.5004464136066873
0.5851000000000001,0.508335,82000,0.018,0.10224694986189682,0.6190191616381229,0.317656,0.01567733333333332,second,-1,2,-1,0.3,1,high,1,minimal,-1,5.0,1,0.999,1,0.0,-1,1,27,0,420027,0,0.33310086616063106,1.756525003203827
0.3761999999999999,0.38267,35000,0.10277,0.2093491096356996,0.6931081221568738,0.31838700000000003,0.014946333333333284,second,-1,2,-1,0.3,1,high,1,rich,1,0.1,-1,1.0,-1,0.0,-1,1,28,0,420028,0,0.33310086616063106,1.129387636652332
0.37260000000000004,0.381246,71000,0.11787,0.18008462260361044,0.6929865634458939,0.317398,0.0159353333333333,second,-1,2,-1,0.3,1,high,1,rich,1,0.1,-1,0.999,1,0.0,-1,1,29,0,420029,0,0.33310086616063106,1.1185800994594872
0.3989,0.40364199999999995,50000,0.09183,0.21029613902871105,0.692945697651083,0.318223,0.015110333333333337,second,-1,2,-1,0.3,1,high,1,rich,1,5.0,1,1.0,-1,0.0,-1,1,30,0,420030,0,0.33310086616063106,1.1975351628405513
0.37239999999999995,0.37930699999999995,73000,0.11472,0.1695163195283582,0.6929531233609341,0.317631,0.015702333333333318,second,-1,2,-1,0.3,1,high,1,rich,1,5.0,1,0.999,1,0.0,-1,1,31,0,420031,0,0.33310086616063106,1.1179796807265512
0.6964999999999999,0.69734,2000,0.0,0.021136288794393394,1.3862424801632196,0.60994,-0.00994000000000006,second,-1,4,1,0.0,-1,low,-1,minimal,-1,0.1,-1,1.0,-1,0.0,-1,1,32,0,420032,0,0.5992566316478877,1.1622733286817435
0.7920000000000001,0.7956909999999999,2000,0.0,0.0143061958255855,1.3862527179254927,0.608924,-0.008924000000000043,second,-1,4,1,0.0,-1,low,-1,minimal,-1,0.1,-1,0.999,1,0.0,-1,1,33,0,420033,0,0.5992566316478877,1.3216374390752925
0.6971999999999999,0.6975990000000001,2000,0.0,0.02496699082789113,1.3862850288161837,0.6100260000000001,-0.01002600000000009,second,-1,4,1,0.0,-1,low,-1,minimal,-1,5.0,1,1.0,-1,0.0,-1,1,34,0,420034,0,0.5992566316478877,1.1634414425799162
0.7968000000000002,0.7959139999999999,2000,0.0,0.019337990355773788,1.3862743628549745,0.6102810000000001,-0.010281000000000096,second,-1,4,1,0.0,-1,low,-1,minimal,-1,5.0,1,0.999,1,0.0,-1,1,35,0,420035,0,0.5992566316478877,1.3296473629484762
0.7854000000000001,0.7675930000000002,7000,0.0,0.10183271261731174,1.3862371914336693,0.610509,-0.01050899999999999,second,-1,4,1,0.0,-1,low,-1,rich,1,0.1,-1,1.0,-1,0.0,-1,1,36,0,420036,0,0.5992566316478877,1.310623793749665
