avg_rev_last_1000,time_to_converge,avg_regret_seller,no_sale_rate,price_volatility,winner_entropy,run_id,eta,c,lam,n_bidders,auction_type_code,reserve_price,max_rounds,use_median_of_others_code,use_past_winner_bid_code,theoretical_revenue,ratio_to_theory
0.7734000000000001,1000,0.23043199999999997,0.00905,0.1312901114935927,1.098488095172136,0,0.0,1.0,1.0,3,1,0.2,100000,1,0,0.5006728818073028,1.544721170454092
0.19980000000000003,10850,0.7749520000000001,0.00557,0.10064888323275129,1.0985892393677548,0,0.0,1.0,1.0,3,0,0.2,100000,1,0,0.5000190814248021,0.3995847507072547
0.5615999999999999,1000,0.43750199999999995,0.03694,0.12236175871570334,1.2891520175737503,1,0.75,0.1,0.1,3,1,0.5,100000,1,1,0.45257763141274576,1.2408920835237367
0.575,1000,0.426928,0.01228,0.0872953768306203,1.0164337152199217,1,0.75,0.1,0.1,3,0,0.5,100000,1,1,0.4516916636518438,1.2729922782971705
0.3386,98490,0.6531039999999999,0.0,0.1354635197534746,0.6931376757278314,2,0.75,1.0,1.0,2,1,0.5,100000,0,1,0.3340712233357329,1.0135563207721001
0.47519999999999996,33907,0.52584,0.21015,0.24472738792378756,0.6925649666210791,2,0.75,1.0,1.0,2,0,0.5,100000,0,1,0.3337306047851788,1.4239029719970828
0.35400000000000004,2178,0.6397559999999999,0.10343,0.12454180207464483,0.6931417674534095,3,0.25,0.01,5.0,4,1,0.3,100000,0,1,0.5747778465475732,0.6158901254220489
0.5136,1157,0.482622,0.12624,0.20437907210866774,0.6930327175466795,3,0.25,0.01,5.0,4,0,0.3,100000,0,1,0.5750881480472161,0.8930804812166503
0.4074,96566,0.586422,0.31092,0.2778834970198843,0.7437950973350563,4,0.5,0.5,1.0,2,1,0.0,100000,1,1,0.3338695458921406,1.2202370806578868
0.5234,8267,0.48028399999999993,0.0071,0.11303839765318689,1.2685665812357536,4,0.5,0.5,1.0,2,0,0.0,100000,1,1,0.3343600474011984,1.565378411888944
0.7600000000000002,1000,0.241214,0.00789,0.13518360183099135,1.2765888196822672,5,0.0,2.0,5.0,2,1,0.3,100000,0,1,0.33411933495694707,2.274636396298137
0.7820000000000003,1003,0.21836599999999998,0.00727,0.10663531330661528,0.8228946412909798,5,0.0,2.0,5.0,2,0,0.3,100000,0,1,0.3349642627490604,2.3345774071004053
0.3980000000000001,16807,0.5994759999999999,0.00507,0.03802795582200022,1.0986064393155632,6,0.75,0.1,0.1,4,1,0.2,100000,1,1,0.525295086730619,0.7576693748976598
0.47219999999999995,65123,0.523172,0.20858,0.24576545407359435,0.6931469477790969,6,0.75,0.1,0.1,4,0,0.2,100000,1,1,0.5251693042538554,0.8991386133484845
0.3996,2403,0.5992679999999998,0.00074,0.019500363483791788,1.3862868535892756,7,0.75,1.0,0.1,3,1,0.2,100000,0,0,0.45257763141274576,0.882942444045736
0.7968000000000002,18916,0.21137799999999995,0.00142,0.05829357697036612,1.187182455184518,7,0.75,1.0,0.1,3,0,0.2,100000,0,0,0.4516916636518438,1.7640352127777146
0.4092,93497,0.5926340000000001,0.32111,0.2801823371378004,0.002841654678827534,8,0.5,0.01,5.0,4,1,0.5,100000,1,0,0.5501184187739938,0.7438398461770327
0.0,42663,0.999664,0.99957,0.016464723016194352,1.0262319554889403,8,0.5,0.01,5.0,4,0,0.5,100000,1,0,0.5490635189595814,0.0
0.8312,57812,0.18275799999999995,0.0,0.24049763706947308,0.6761595472176334,9,1.0,0.5,0.1,4,1,0.2,100000,0,0,0.5005453630386474,1.660588752543938
0.5166,97090,0.47493199999999997,0.12516,0.19873096229827905,1.0985825804242022,9,1.0,0.5,0.1,4,0,0.2,100000,0,0,0.5009814615098878,1.0311758811255014
